RAP,GID,Tissue,Organ,Gene.ID,References
Os11g0642800,LOC_Os11g42350,mestome sheath,Leaf,Os11g0642800,PCMDB
Os11g0644700,LOC_Os11g42500,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os11g0644700,PCMDB
Os11g0645400,LOC_Os11g42550,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os11g0645400,PCMDB
Os11g0648000,LOC_Os11g42790,"leaf epidermis,leaf mesophyll",Leaf,OsNHX2,PCMDB
Os11g0649600,LOC_Os11g42960,leaf epidermis,Leaf,Os11g0649600,PCMDB
Os11g0649900,LOC_Os11g42989,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsEXO70H1a,PCMDB
Os11g0654100,LOC_Os11g43320,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os11g0654100,PCMDB
Os11g0655800,LOC_Os11g43510,leaf mesophyll,Leaf,Os11g0655800,PCMDB
Os11g0657300,LOC_Os11g43620,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os11g0657300,PCMDB
Os11g0660500,LOC_Os11g43900,"leaf epidermis,leaf mesophyll",Leaf,OsTCTP,PCMDB
Os11g0661400,LOC_Os11g43970,"leaf mesophyll,leaf procambium",Leaf,Os11g0661400,PCMDB
Os11g0661800,LOC_Os11g43990,leaf procambium,Leaf,Os11g0661800,PCMDB
Os11g0664500,LOC_Os11g44310,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os11g0664500,PCMDB
Os11g0665950,LOC_Os11g44415,mestome sheath,Leaf,Os11g0665950,PCMDB
Os11g0668600,LOC_Os11g44630,mestome sheath,Leaf,Os11g0668600,PCMDB
Os11g0668650,LOC_Os11g44630,mestome sheath,Leaf,Os11g0668650,PCMDB
Os11g0671000,LOC_Os11g44810,"leaf epidermis,leaf procambium",Leaf,ARP1,PCMDB
Os11g0672300,LOC_Os11g44870,"leaf mesophyll,leaf procambium",Leaf,Os11g0672300,PCMDB
Os11g0673100,LOC_Os11g44940,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os11g0673100,PCMDB
Os11g0673200,LOC_Os11g44950,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os11g0673200,PCMDB
Os11g0678000,LOC_Os11g45280,leaf mesophyll,Leaf,Os11g0678000,PCMDB
Os11g0686100,LOC_Os11g45890,"leaf mesophyll,mestome sheath",Leaf,Os11g0686100,PCMDB
Os11g0687100,LOC_Os11g45990,leaf epidermis,Leaf,Os11g0687100,PCMDB
Os11g0689800,LOC_Os11g46300,"leaf mesophyll,leaf procambium",Leaf,Os11g0689800,PCMDB
Os11g0691800,LOC_Os11g46960,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsRLCK354,PCMDB
Os11g0700900,LOC_Os11g47500,leaf mesophyll,Leaf,C10923,PCMDB
Os11g0701000,LOC_Os11g47510,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os11g0701000,PCMDB
Os11g0701100,LOC_Os11g47520,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,riceXIP,PCMDB
Os11g0701200,LOC_Os11g47530,"leaf mesophyll,mestome sheath",Leaf,C00481,PCMDB
Os11g0701400,LOC_Os11g47550,leaf mesophyll,Leaf,C10150,PCMDB
Os11g0701500,LOC_Os11g47560,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Leaf preprocambium",Leaf,Os11g0701500,PCMDB
Os11g0701600,LOC_Os11g47570,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os11g0701600,PCMDB
Os11g0701700,LOC_Os11g47574,leaf mesophyll,Leaf,Os11g0701700,PCMDB
Os11g0701800,LOC_Os11g47580,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,C10701,PCMDB
Os11g0701900,LOC_Os11g47590,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os11g0701900,PCMDB
Os11g0702100,LOC_Os11g47600,"leaf mesophyll,leaf procambium",Leaf,Os11g0702100,PCMDB
Os11g0702200,LOC_Os11g47610,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os11g0702200,PCMDB
Os11g0703400,LOC_Os11g47710,leaf mesophyll,Leaf,BIP109,PCMDB
Os11g0703900,LOC_Os11g47760,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,HSP70,PCMDB
Os11g0704500,LOC_Os11g47809,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,MT1A,PCMDB
Os11g0704600,LOC_Os11g47820,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os11g0704600,PCMDB
Os11g0704800,LOC_Os11g47840,"mestome sheath,Leaf preprocambium",Leaf,OsRhmbd18,PCMDB
Os11g0705200,LOC_Os11g47870,leaf procambium,Leaf,Os11g0705200,PCMDB
Os11g0707600,LOC_Os11g48020,leaf mesophyll,Leaf,OsGL1-11,PCMDB
Os11g0707700,LOC_Os11g48030,leaf epidermis,Leaf,Os11g0707700,PCMDB
Os11g0707800,LOC_Os11g48040,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsUCP2,PCMDB
Os11g0708400,LOC_Os11g48070,leaf epidermis,Leaf,OsGELP112,PCMDB
Os11g0708900,LOC_Os11g48110,leaf sheath,Leaf,Os11g0708900,PCMDB
Os12g0103300,LOC_Os12g01260,leaf mesophyll,Leaf,Os12g0103300,PCMDB
Os12g0104400,LOC_Os12g01370,leaf epidermis,Leaf,Os12g0104400,PCMDB
Os12g0104766,LOC_Os12g01390,leaf mesophyll,Leaf,Os12g0104766,PCMDB
Os12g0104800,LOC_Os12g01390,leaf mesophyll,Leaf,Os12g0104800,PCMDB
Os12g0104900,LOC_Os12g01400,leaf mesophyll,Leaf,OsCML26,PCMDB
Os12g0106000,LOC_Os12g01530,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,FER2,PCMDB
Os12g0106300,LOC_Os12g01560,mestome sheath,Leaf,OsTBL1,PCMDB
Os12g0107500,LOC_Os12g01680,leaf mesophyll,Leaf,Os12g0107500,PCMDB
Os12g0108100,LOC_Os12g01740,"leaf mesophyll,leaf procambium",Leaf,Os12g0108100,PCMDB
Os12g0108500,LOC_Os12g01760,mestome sheath,Leaf,OsFbox636,PCMDB
Os12g0110100,LOC_Os12g01930,leaf procambium,Leaf,Os12g0110100,PCMDB
Os12g0110300,LOC_Os12g01940,leaf epidermis,Leaf,Os12g0110300,PCMDB
Os12g0111600,LOC_Os12g02040,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsHIGD5,PCMDB
Os12g0112000,LOC_Os12g02080,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Pox,PCMDB
Os12g0112200,LOC_Os12g02094,"leaf epidermis,leaf mesophyll",Leaf,Os12g0112200,PCMDB
Os12g0113500,LOC_Os12g02200,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,CIPK14,PCMDB
Os12g0114000,LOC_Os12g02240,"leaf mesophyll,leaf procambium",Leaf,Os12g0114000,PCMDB
Os12g0114100,LOC_Os12g02250,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsWNK8,PCMDB
Os12g0114200,LOC_Os12g02260,mestome sheath,Leaf,OsNTP12,PCMDB
Os12g0114800,LOC_Os12g02300,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsLTP1.16,PCMDB
Os12g0115000,LOC_Os12g02310,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsLTP1.17,PCMDB
Os12g0115050,LOC_Os12g02310,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsLTP1.17,PCMDB
Os12g0115500,LOC_Os12g02340,leaf epidermis,Leaf,OsLTP1.20,PCMDB
Os12g0115700,LOC_Os12g02370,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Xylem",Leaf,Os12g0115700,PCMDB
Os12g0116400,LOC_Os12g02420,leaf epidermis,Leaf,OsWRKY97,PCMDB
Os12g0117300,LOC_Os12g02520,leaf mesophyll,Leaf,Os12g0117300,PCMDB
Os12g0118200,LOC_Os12g02570,"leaf mesophyll,mestome sheath",Leaf,Os12g0118200,PCMDB
Os12g0118400,LOC_Os12g02589,mestome sheath,Leaf,Os12g0118400,PCMDB
Os12g0118800,LOC_Os12g02660,mestome sheath,Leaf,Os12g0118800,PCMDB
Os12g0120200,LOC_Os12g02730,leaf mesophyll,Leaf,Os12g0120200,PCMDB
Os12g0120400,LOC_Os12g02750,mestome sheath,Leaf,Os12g0120400,PCMDB
Os12g0120500,LOC_Os12g02760,mestome sheath,Leaf,Os12g0120500,PCMDB
Os12g0122000,LOC_Os12g02870,leaf stomatal pore,Leaf,OsSCR2,PCMDB
Os12g0123700,LOC_Os12g03040,"leaf epidermis,Leaf preprocambium",Leaf,NAC131,PCMDB
Os12g0123900,LOC_Os12g03060,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0123900,PCMDB
Os12g0124200,LOC_Os12g03090,"leaf epidermis,leaf mesophyll",Leaf,RPS16B,PCMDB
Os12g0127800,LOC_Os12g03420,"leaf mesophyll,leaf procambium",Leaf,OsVQ39,PCMDB
Os12g0128700,LOC_Os12g03470,leaf epidermis,Leaf,Os12g0128700,PCMDB
Os12g0129000,LOC_Os12g03500,"leaf epidermis,leaf mesophyll",Leaf,Os12g0129000,PCMDB
Os12g0131200,LOC_Os12g03730,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0131200,PCMDB
Os12g0131300,LOC_Os12g03730,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0131300,PCMDB
Os12g0131400,LOC_Os12g03740,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsFbox640,PCMDB
Os12g0132000,LOC_Os12g03800,leaf procambium,Leaf,Os12g0132000,PCMDB
Os12g0132200,LOC_Os12g03810,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsCIPK32,PCMDB
Os12g0133400,LOC_Os12g03960,"leaf mesophyll,leaf procambium",Leaf,Os12g0133400,PCMDB
Os12g0134000,LOC_Os12g04020,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os12g0134000,PCMDB
Os12g0135800,LOC_Os12g04150,"mestome sheath,leaf procambium",Leaf,Os12g0135800,PCMDB
Os12g0135850,LOC_Os12g04150,"mestome sheath,leaf procambium",Leaf,Os12g0135850,PCMDB
Os12g0135900,LOC_Os12g04160,leaf mesophyll,Leaf,Os12g0135900,PCMDB
Os12g0136500,LOC_Os12g04204,leaf mesophyll,Leaf,Os12g0136500,PCMDB
Os12g0137100,LOC_Os12g04240,leaf mesophyll,Leaf,OsCBP,PCMDB
Os12g0137200,LOC_Os12g04260,"leaf mesophyll,leaf procambium",Leaf,Os12g0137200,PCMDB
Os12g0137300,LOC_Os12g04270,leaf procambium,Leaf,Os12g0137300,PCMDB
Os12g0137500,LOC_Os12g04290,"leaf mesophyll,leaf procambium",Leaf,TAP46,PCMDB
Os12g0138050,LOC_Os12g04360,"leaf mesophyll,leaf procambium,Phloem",Leaf,Os12g0138050,PCMDB
Os12g0138900,LOC_Os12g04440,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsIPMS2,PCMDB
Os12g0143300,LOC_Os12g04934,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0143300,PCMDB
Os12g0144000,LOC_Os12g05000,"leaf mesophyll,mestome sheath",Leaf,Os12g0144000,PCMDB
Os12g0144600,LOC_Os12g05040,"leaf mesophyll,leaf epidermis,Mesophyll precursor",Leaf,Os12g0144600,PCMDB
Os12g0145100,LOC_Os12g05050,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0145100,PCMDB
Os12g0145700,LOC_Os12g05110,"mestome sheath,leaf procambium",Leaf,Os12g0145700,PCMDB
Os12g0147500,LOC_Os12g05230,mestome sheath,Leaf,Os12g0147500,PCMDB
Os12g0147800,LOC_Os12g05260,"leaf mesophyll,leaf procambium",Leaf,OsPSK3,PCMDB
Os12g0149900,LOC_Os12g05420,"leaf mesophyll,leaf procambium",Leaf,Os12g0149900,PCMDB
Os12g0150100,LOC_Os12g05430,"leaf epidermis,leaf mesophyll",Leaf,Os12g0150100,PCMDB
Os12g0150200,LOC_Os12g05440,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsCYP450,PCMDB
Os12g0152700,LOC_Os12g05650,"leaf mesophyll,leaf procambium",Leaf,Os12g0152700,PCMDB
Os12g0153900,LOC_Os12g05770,leaf mesophyll,Leaf,Os12g0153900,PCMDB
Os12g0154600,LOC_Os12g05830,leaf mesophyll,Leaf,Os12g0154600,PCMDB
Os12g0156500,LOC_Os12g06030,leaf epidermis,Leaf,OsFbox644,PCMDB
Os12g0157200,LOC_Os12g06100,leaf mesophyll,Leaf,Os12g0157200,PCMDB
Os12g0158600,LOC_Os12g06180,leaf procambium,Leaf,Os12g0158600,PCMDB
Os12g0159000,LOC_Os12g06220,"leaf epidermis,mestome sheath",Leaf,Os12g0159000,PCMDB
Os12g0159600,LOC_Os12g06260,mestome sheath,Leaf,Os12g0159600,PCMDB
Os12g0160900,LOC_Os12g06380,leaf mesophyll,Leaf,Os12g0160900,PCMDB
Os12g0161100,LOC_Os12g06410,"leaf epidermis,mestome sheath,leaf procambium",Leaf,OsPUB37,PCMDB
Os12g0161500,LOC_Os12g06440,mestome sheath,Leaf,Os12g0161500,PCMDB
Os12g0162100,LOC_Os12g06490,"leaf mesophyll,mestome sheath",Leaf,OsWNK9,PCMDB
Os12g0162400,LOC_Os12g06510,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsCBL6,PCMDB
Os12g0163300,LOC_Os12g06620,mestome sheath,Leaf,Os12g0163300,PCMDB
Os12g0163800,LOC_Os12g06670,mestome sheath,Leaf,OsACTPK6,PCMDB
Os12g0164600,LOC_Os12g06780,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,OsSTA274,PCMDB
Os12g0165900,LOC_Os12g06870,"leaf mesophyll,leaf procambium",Leaf,OsNucAP2,PCMDB
Os12g0167900,LOC_Os12g07010,leaf mesophyll,Leaf,RPL3A,PCMDB
Os12g0168000,LOC_Os12g07020,leaf mesophyll,Leaf,Os12g0168000,PCMDB
Os12g0168100,LOC_Os12g07030,"leaf mesophyll,leaf procambium",Leaf,DERF8,PCMDB
Os12g0168200,LOC_Os12g07050,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os12g0168200,PCMDB
Os12g0168700,LOC_Os12g07110,leaf mesophyll,Leaf,LACS1,PCMDB
Os12g0169000,LOC_Os12g07150,leaf epidermis,Leaf,Os12g0169000,PCMDB
Os12g0169400,LOC_Os12g07190,mestome sheath,Leaf,OsCBSCBSPB4,PCMDB
Os12g0169600,LOC_Os12g07210,vascular leaf,Leaf,Os12g0169600,PCMDB
Os12g0169700,LOC_Os12g07220,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0169700,PCMDB
Os12g0170800,LOC_Os12g07310,"leaf mesophyll,leaf procambium",Leaf,Os12g0170800,PCMDB
Os12g0173366,LOC_Os12g07490,leaf mesophyll,Leaf,Os12g0173366,PCMDB
Os12g0174200,LOC_Os12g07550,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0174200,PCMDB
Os12g0174700,LOC_Os12g07580,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os12g0174700,PCMDB
Os12g0175500,LOC_Os12g07650,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,OsGRX27,PCMDB
Os12g0175700,LOC_Os12g07670,"leaf epidermis,leaf mesophyll",Leaf,Os12g0175700,PCMDB
Os12g0176300,LOC_Os12g07710,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os12g0176300,PCMDB
Os12g0176800,LOC_Os12g07740,leaf mesophyll,Leaf,Os12g0176800,PCMDB
Os12g0177500,LOC_Os12g07780,mestome sheath,Leaf,OsAsp3,PCMDB
Os12g0177900,LOC_Os12g07810,leaf mesophyll,Leaf,OsALDH3H1,PCMDB
Os12g0178000,LOC_Os12g07810,leaf mesophyll,Leaf,Os12g0178000,PCMDB
Os12g0178100,LOC_Os12g07820,leaf epidermis,Leaf,OsAPx6,PCMDB
Os12g0179800,LOC_Os12g07950,leaf mesophyll,Leaf,Sir2,PCMDB
Os12g0181500,LOC_Os12g08090,leaf mesophyll,Leaf,OsAAP11A,PCMDB
Os12g0181600,LOC_Os12g08130,"leaf mesophyll,mestome sheath",Leaf,OsAAP11B,PCMDB
Os12g0182600,LOC_Os12g08210,leaf mesophyll,Leaf,Os12g0182600,PCMDB
Os12g0182800,LOC_Os12g08230,"leaf epidermis,mestome sheath",Leaf,Os12g0182800,PCMDB
Os12g0183100,LOC_Os12g08260,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0183100,PCMDB
Os12g0183250,LOC_Os12g08260,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0183250,PCMDB
Os12g0183300,LOC_Os12g08280,"leaf epidermis,leaf mesophyll,leaf procambium,Mesophyll precursor",Leaf,RHL,PCMDB
Os12g0185900,LOC_Os12g08550,"leaf epidermis,mestome sheath",Leaf,Os12g0185900,PCMDB
Os12g0186600,LOC_Os12g08564,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0186600,PCMDB
Os12g0188700,LOC_Os12g08730,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Mesophyll precursor",Leaf,OsTRX,PCMDB
Os12g0189300,LOC_Os12g08760,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0189300,PCMDB
Os12g0189400,LOC_Os12g08770,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Mesophyll precursor",Leaf,PsaN,PCMDB
Os12g0190000,LOC_Os12g08810,"leaf mesophyll,mestome sheath",Leaf,OsGGP,PCMDB
Os12g0190200,LOC_Os12g08830,"leaf mesophyll,leaf procambium",Leaf,Os12g0190200,PCMDB
Os12g0190400,LOC_Os12g08850,leaf epidermis,Leaf,Os12g0190400,PCMDB
Os12g0193100,LOC_Os12g09089,leaf epidermis,Leaf,Os12g0193100,PCMDB
Os12g0193200,LOC_Os12g09120,"leaf mesophyll,leaf procambium",Leaf,OsPP128,PCMDB
Os12g0194700,LOC_Os12g09280,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os12g0194700,PCMDB
Os12g0197100,LOC_Os12g09540,mestome sheath,Leaf,OsPRAGL,PCMDB
Os12g0197400,LOC_Os12g09570,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0197400,PCMDB
Os12g0197500,LOC_Os12g09580,leaf epidermis,Leaf,OsSGS3,PCMDB
Os12g0197700,LOC_Os12g09590,"leaf mesophyll,mestome sheath",Leaf,Os12g0197700,PCMDB
Os12g0198000,LOC_Os12g09620,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0198000,PCMDB
Os12g0198200,LOC_Os12g09640,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,OsPP2C77,PCMDB
Os12g0203100,LOC_Os12g10200,leaf epidermis,Leaf,Os12g0203100,PCMDB
Os12g0204500,LOC_Os12g10320,"mestome sheath,Xylem",Leaf,Os12g0204500,PCMDB
Os12g0207600,LOC_Os12g10580,"leaf mesophyll,leaf procambium",Leaf,Os12g0207600,PCMDB
Os12g0209100,LOC_Os12g10650,"leaf epidermis,leaf mesophyll",Leaf,Os12g0209100,PCMDB
Os12g0209800,LOC_Os12g10710,leaf epidermis,Leaf,Os12g0209800,PCMDB
Os12g0209901,LOC_Os12g10710,leaf epidermis,Leaf,Os12g0209901,PCMDB
Os12g0210000,LOC_Os12g10710,leaf epidermis,Leaf,Os12g0210000,PCMDB
Os12g0210200,LOC_Os12g10720,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsGSTZ1,PCMDB
Os12g0210300,LOC_Os12g10730,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsGSTZ2,PCMDB
Os12g0210400,LOC_Os12g10740,mestome sheath,Leaf,Os12g0210400,PCMDB
Os12g0210500,LOC_Os12g10750,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0210500,PCMDB
Os12g0210800,LOC_Os12g10784,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os12g0210800,PCMDB
Os12g0211900,LOC_Os12g10880,"leaf mesophyll,leaf procambium",Leaf,Os12g0211900,PCMDB
Os12g0219700,LOC_Os12g11830,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0219700,PCMDB
Os12g0222650,LOC_Os12g12115,"leaf mesophyll,leaf procambium",Leaf,Os12g0222650,PCMDB
Os12g0223300,LOC_Os12g12170,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0223300,PCMDB
Os12g0224000,LOC_Os12g12260,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os12g0224000,PCMDB
Os12g0225100,LOC_Os12g12360,leaf mesophyll,Leaf,Os12g0225100,PCMDB
Os12g0226900,LOC_Os12g12580,leaf mesophyll,Leaf,Os12g0226900,PCMDB
Os12g0230100,LOC_Os12g12850,leaf mesophyll,Leaf,CLPC2,PCMDB
Os12g0230600,LOC_Os12g12880,"leaf mesophyll,leaf epidermis,mestome sheath,leaf procambium",Leaf,Os12g0230600,PCMDB
Os12g0233800,LOC_Os12g13170,"leaf epidermis,leaf mesophyll",Leaf,OsbZIP86,PCMDB
Os12g0235200,LOC_Os12g13290,"leaf epidermis,leaf mesophyll",Leaf,Os12g0235200,PCMDB
Os12g0235300,LOC_Os12g13290,"leaf epidermis,leaf mesophyll",Leaf,Os12g0235300,PCMDB
Os12g0235800,LOC_Os12g13320,"leaf mesophyll,leaf procambium",Leaf,Os12g0235800,PCMDB
Os12g0236250,LOC_Os12g13360,leaf,Leaf,Os12g0236250,PCMDB
Os12g0236400,LOC_Os12g13380,"leaf epidermis,leaf mesophyll,leaf procambium,Xylem",Leaf,ADK-A,PCMDB
Os12g0236600,LOC_Os12g13400,"leaf epidermis,mestome sheath,leaf procambium",Leaf,Os12g0236600,PCMDB
Os12g0237900,LOC_Os12g13550,"leaf mesophyll,leaf epidermis,leaf procambium",Leaf,Os12g0237900,PCMDB
Os12g0238100,LOC_Os12g13590,"leaf epidermis,leaf mesophyll",Leaf,SEC10,PCMDB
Os12g0238900,LOC_Os12g13640,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0238900,PCMDB
Os12g0239300,LOC_Os12g13674,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0239300,PCMDB
Os12g0242100,LOC_Os12g13890,"leaf mesophyll,leaf procambium",Leaf,Os12g0242100,PCMDB
Os12g0244100,LOC_Os12g14070,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsHsp70CP2,PCMDB
Os12g0244200,LOC_Os12g14080,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os12g0244200,PCMDB
Os12g0245700,LOC_Os12g14220,"leaf mesophyll,leaf procambium",Leaf,Os12g0245700,PCMDB
Os12g0248600,LOC_Os12g14540,mestome sheath,Leaf,Os12g0248600,PCMDB
Os12g0256000,LOC_Os12g15400,mestome sheath,Leaf,Os12g0256000,PCMDB
Os12g0257000,LOC_Os12g15470,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,CBP1,PCMDB
Os12g0258700,LOC_Os12g15680,leaf procambium,Leaf,OsLAC29,PCMDB
Os12g0264500,LOC_Os12g16350,leaf mesophyll,Leaf,Os12g0264500,PCMDB
Os12g0268000,LOC_Os12g16720,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,sl,PCMDB
Os12g0271600,LOC_Os12g17310,leaf procambium,Leaf,BIP134,PCMDB
Os12g0274700,LOC_Os12g17600,"leaf mesophyll,leaf epidermis,mestome sheath,leaf procambium",Leaf,RBCS,PCMDB
Os12g0276100,LOC_Os12g17830,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os12g0276100,PCMDB
Os12g0277000,LOC_Os12g17880,"leaf mesophyll,mestome sheath",Leaf,OsPUB25,PCMDB
Os12g0277500,LOC_Os12g17910,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,OsCPn60alpha1,PCMDB
Os12g0278700,LOC_Os12g18110,"leaf mesophyll,mestome sheath",Leaf,Os12g0278700,PCMDB
Os12g0282000,LOC_Os12g18410,leaf,Leaf,OsMIR,PCMDB
Os12g0283400,LOC_Os12g18560,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0283400,PCMDB
Os12g0283900,LOC_Os12g18640,"leaf mesophyll,leaf procambium",Leaf,Os12g0283900,PCMDB
Os12g0287200,LOC_Os12g18880,"leaf epidermis,mestome sheath",Leaf,OsMAGO2,PCMDB
Os12g0291100,LOC_Os12g19381,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,RbcS3,PCMDB
Os12g0291400,LOC_Os12g19381,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,RbcS5,PCMDB
Os12g0292400,LOC_Os12g19470,"leaf mesophyll,leaf procambium",Leaf,RBCS,PCMDB
Os12g0297500,LOC_Os12g20150,leaf mesophyll,Leaf,GWD3,PCMDB
Os12g0298600,LOC_Os12g20310,leaf mesophyll,Leaf,Os12g0298600,PCMDB
Os12g0299300,LOC_Os12g20390,"leaf epidermis,leaf mesophyll",Leaf,Os12g0299300,PCMDB
Os12g0405100,LOC_Os12g21700,"mestome sheath,leaf procambium",Leaf,OsC3H66,PCMDB
Os12g0405200,LOC_Os12g21710,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0405200,PCMDB
Os12g0406200,LOC_Os12g21798,"leaf epidermis,leaf mesophyll",Leaf,Os12g0406200,PCMDB
Os12g0409000,LOC_Os12g22030,leaf mesophyll,Leaf,OsSHM3,PCMDB
Os12g0409600,LOC_Os12g22090,mestome sheath,Leaf,Os12g0409600,PCMDB
Os12g0410200,LOC_Os12g22145,"leaf epidermis,leaf mesophyll",Leaf,Os12g0410200,PCMDB
Os12g0417100,LOC_Os12g22839,leaf procambium,Leaf,Os12g0417100,PCMDB
Os12g0420400,LOC_Os12g23200,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Mesophyll precursor",Leaf,PsaL,PCMDB
Os12g0421000,LOC_Os12g23280,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0421000,PCMDB
Os12g0424700,LOC_Os12g23700,leaf epidermis,Leaf,CDKF-2,PCMDB
Os12g0425800,LOC_Os12g23780,leaf mesophyll,Leaf,Os12g0425800,PCMDB
Os12g0428000,LOC_Os12g24020,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsStr7,PCMDB
Os12g0428600,LOC_Os12g24080,"leaf epidermis,leaf mesophyll",Leaf,Os12g0428600,PCMDB
Os12g0428700,LOC_Os12g24084,leaf mesophyll,Leaf,OsEnS-149,PCMDB
Os12g0432600,LOC_Os12g24490,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0432600,PCMDB
